Datum,avg_Ankuenfte_ins_absolut,avg_uebernachtungen_ins_absolut
2015-01-01,535.6129032258065,1076.6451612903227
2015-01-02,535.6129032258065,1076.6451612903227
2015-01-03,535.6129032258065,1076.6451612903227
2015-01-04,535.6129032258065,1076.6451612903227
2015-01-05,535.6129032258065,1076.6451612903227
2015-01-06,535.6129032258065,1076.6451612903227
2015-01-07,535.6129032258065,1076.6451612903227
2015-01-08,535.6129032258065,1076.6451612903227
2015-01-09,535.6129032258065,1076.6451612903227
2015-01-10,535.6129032258065,1076.6451612903227
2015-01-11,535.6129032258065,1076.6451612903227
2015-01-12,535.6129032258065,1076.6451612903227
2015-01-13,535.6129032258065,1076.6451612903227
2015-01-14,535.6129032258065,1076.6451612903227
2015-01-15,535.6129032258065,1076.6451612903227
2015-01-16,535.6129032258065,1076.6451612903227
2015-01-17,535.6129032258065,1076.6451612903227
2015-01-18,535.6129032258065,1076.6451612903227
2015-01-19,535.6129032258065,1076.6451612903227
2015-01-20,535.6129032258065,1076.6451612903227
2015-01-21,535.6129032258065,1076.6451612903227
2015-01-22,535.6129032258065,1076.6451612903227
2015-01-23,535.6129032258065,1076.6451612903227
2015-01-24,535.6129032258065,1076.6451612903227
2015-01-25,535.6129032258065,1076.6451612903227
2015-01-26,535.6129032258065,1076.6451612903227
2015-01-27,535.6129032258065,1076.6451612903227
2015-01-28,535.6129032258065,1076.6451612903227
2015-01-29,535.6129032258065,1076.6451612903227
2015-01-30,535.6129032258065,1076.6451612903227
2015-01-31,535.6129032258065,1076.6451612903227
2015-02-01,696.9285714285714,1462.7857142857142
2015-02-02,696.9285714285714,1462.7857142857142
2015-02-03,696.9285714285714,1462.7857142857142
2015-02-04,696.9285714285714,1462.7857142857142
2015-02-05,696.9285714285714,1462.7857142857142
2015-02-06,696.9285714285714,1462.7857142857142
2015-02-07,696.9285714285714,1462.7857142857142
